"RecordNumber","Zipcode","ZipCodeType","City","State","LocationType","Lat","Long","Xaxis","Yaxis","Zaxis","WorldRegion","Country","LocationText","Location","Decommisioned","TaxReturnsFiled","EstimatedPopulation","TotalWages","Notes"
75755,"23667","UNIQUE","HAMPTON","VA","PRIMARY",37.04,-76.29,0.18,-0.77,0.60,"NA","US","Hampton, VA","NA-US-VA-HAMPTON","false",,,,
75756,"23667","UNIQUE","KECOUGHTAN VETERANS HOSPITAL","VA","NOT ACCEPTABLE",37.04,-76.29,0.18,-0.77,0.60,"NA","US","Kecoughtan Veterans Hospital, VA","NA-US-VA-KECOUGHTAN VETERANS HOSPITAL","false",,,,
75757,"23668","UNIQUE","HAMPTON","VA","PRIMARY",37.04,-76.29,0.18,-0.77,0.60,"NA","US","Hampton, VA","NA-US-VA-HAMPTON","false",,,,
75758,"23668","UNIQUE","HAMPTON UNIVERSITY","VA","NOT ACCEPTABLE",37.04,-76.29,0.18,-0.77,0.60,"NA","US","Hampton University, VA","NA-US-VA-HAMPTON UNIVERSITY","false",,,,
75759,"23669","STANDARD","HAMPTON","VA","PRIMARY",37.04,-76.29,0.18,-0.77,0.60,"NA","US","Hampton, VA","NA-US-VA-HAMPTON","false",18672,32001,634020645,
75760,"23670","PO BOX","HAMPTON","VA","PRIMARY",37.04,-76.29,0.18,-0.77,0.60,"NA","US","Hampton, VA","NA-US-VA-HAMPTON","false",,,,
75761,"23681","UNIQUE","HAMPTON","VA","PRIMARY",37.04,-76.29,0.18,-0.77,0.60,"NA","US","Hampton, VA","NA-US-VA-HAMPTON","false",,,,
75762,"23681","UNIQUE","NASA","VA","NOT ACCEPTABLE",37.04,-76.29,0.18,-0.77,0.60,"NA","US","Nasa, VA","NA-US-VA-NASA","false",,,,
75763,"23069","STANDARD","HANOVER","VA","PRIMARY",37.76,-77.37,0.17,-0.77,0.61,"NA","US","Hanover, VA","NA-US-VA-HANOVER","false",1452,2561,57841342,
75764,"23069","STANDARD","MANGOHICK","VA","ACCEPTABLE",37.76,-77.37,0.17,-0.77,0.61,"NA","US","Mangohick, VA","NA-US-VA-MANGOHICK","false",1452,2561,57841342,
75765,"23389","PO BOX","HARBORTON","VA","PRIMARY",37.66,-75.84,0.19,-0.76,0.61,"NA","US","Harborton, VA","NA-US-VA-HARBORTON","false",,,,
75766,"23070","STANDARD","HARDYVILLE","VA","PRIMARY",37.55,-76.38,0.18,-0.77,0.60,"NA","US","Hardyville, VA","NA-US-VA-HARDYVILLE","false",,,,
75767,"22801","STANDARD","HARRISONBURG","VA","PRIMARY",38.43,-78.87,0.15,-0.76,0.62,"NA","US","Harrisonburg, VA","NA-US-VA-HARRISONBURG","false",12259,21001,451645051,
75768,"22801","STANDARD","HARRISBURG","VA","NOT ACCEPTABLE",38.43,-78.87,0.15,-0.76,0.62,"NA","US","Harrisburg, VA","NA-US-VA-HARRISBURG","false",12259,21001,451645051,
75769,"22802","STANDARD","HARRISONBURG","VA","PRIMARY",38.43,-78.87,0.15,-0.76,0.62,"NA","US","Harrisonburg, VA","NA-US-VA-HARRISONBURG","false",10875,18590,324988510,
75770,"22803","STANDARD","HARRISONBURG","VA","PRIMARY",38.51,-78.94,0.15,-0.76,0.62,"NA","US","Harrisonburg, VA","NA-US-VA-HARRISONBURG","false",513,778,12261213,"no NWS data, "
75771,"22807","UNIQUE","HARRISONBURG","VA","PRIMARY",38.43,-78.87,0.15,-0.76,0.62,"NA","US","Harrisonburg, VA","NA-US-VA-HARRISONBURG","false",,,,
75772,"22807","UNIQUE","HBURG","VA","NOT ACCEPTABLE",38.43,-78.87,0.15,-0.76,0.62,"NA","US","Hburg, VA","NA-US-VA-HBURG","false",,,,
75773,"22807","UNIQUE","JAMES MADISON UNIVERSITY","VA","NOT ACCEPTABLE",38.43,-78.87,0.15,-0.76,0.62,"NA","US","James Madison University, VA","NA-US-VA-JAMES MADISON UNIVERSITY","false",,,,
75774,"22848","PO BOX","PLEASANT VALLEY","VA","PRIMARY",38.36,-78.87,0.15,-0.76,0.62,"NA","US","Pleasant Valley, VA","NA-US-VA-PLEASANT VALLEY","false",,,,
75775,"22848","PO BOX","PLEASANT VLY","VA","ACCEPTABLE",38.36,-78.87,0.15,-0.76,0.62,"NA","US","Pleasant Vly, VA","NA-US-VA-PLEASANT VLY","false",,,,
75776,"23071","STANDARD","HARTFIELD","VA","PRIMARY",37.55,-76.44,0.18,-0.77,0.60,"NA","US","Hartfield, VA","NA-US-VA-HARTFIELD","false",768,1354,23951645,
75777,"22471","PO BOX","HARTWOOD","VA","PRIMARY",38.39,-77.61,0.16,-0.76,0.62,"NA","US","Hartwood, VA","NA-US-VA-HARTWOOD","false",,,,
75778,"23072","STANDARD","HAYES","VA","PRIMARY",37.37,-76.50,0.18,-0.77,0.60,"NA","US","Hayes, VA","NA-US-VA-HAYES","false",4765,8539,182392659,
75779,"23072","STANDARD","GLASS","VA","NOT ACCEPTABLE",37.37,-76.50,0.18,-0.77,0.60,"NA","US","Glass, VA","NA-US-VA-GLASS","false",4765,8539,182392659,
75780,"23107","PO BOX","MARYUS","VA","PRIMARY",37.27,-76.40,0.18,-0.77,0.60,"NA","US","Maryus, VA","NA-US-VA-MARYUS","false",,,,
75781,"23155","PO BOX","SEVERN","VA","PRIMARY",37.29,-76.41,0.18,-0.77,0.60,"NA","US","Severn, VA","NA-US-VA-SEVERN","false",,,,
75782,"23155","PO BOX","HAYES","VA","NOT ACCEPTABLE",37.29,-76.41,0.18,-0.77,0.60,"NA","US","Hayes, VA","NA-US-VA-HAYES","false",,,,
75783,"22472","PO BOX","HAYNESVILLE","VA","PRIMARY",37.95,-76.66,0.18,-0.76,0.61,"NA","US","Haynesville, VA","NA-US-VA-HAYNESVILLE","false",,,,
75784,"22570","PO BOX","VILLAGE","VA","PRIMARY",37.94,-76.60,0.18,-0.76,0.61,"NA","US","Village, VA","NA-US-VA-VILLAGE","false",,,,
75785,"24442","STANDARD","HEAD WATERS","VA","PRIMARY",38.30,-79.42,0.14,-0.77,0.61,"NA","US","Head Waters, VA","NA-US-VA-HEAD WATERS","false",,,,
75786,"22473","STANDARD","HEATHSVILLE","VA","PRIMARY",37.91,-76.47,0.18,-0.76,0.61,"NA","US","Heathsville, VA","NA-US-VA-HEATHSVILLE","false",1941,3434,47866337,
75787,"22831","STANDARD","HINTON","VA","PRIMARY",38.48,-79.00,0.14,-0.76,0.62,"NA","US","Hinton, VA","NA-US-VA-HINTON","false",408,709,11797994,
75788,"22831","STANDARD","RAWLEY SPRINGS","VA","NOT ACCEPTABLE",38.48,-79.00,0.14,-0.76,0.62,"NA","US","Rawley Springs, VA","NA-US-VA-RAWLEY SPRINGS","false",408,709,11797994,
75789,"22831","STANDARD","RAWLEY SPRNGS","VA","NOT ACCEPTABLE",38.48,-79.00,0.14,-0.76,0.62,"NA","US","Rawley Sprngs, VA","NA-US-VA-RAWLEY SPRNGS","false",408,709,11797994,
75790,"23860","STANDARD","HOPEWELL","VA","PRIMARY",37.29,-77.29,0.17,-0.77,0.60,"NA","US","Hopewell, VA","NA-US-VA-HOPEWELL","false",12870,22021,389329821,
75791,"23395","STANDARD","HORNTOWN","VA","PRIMARY",37.97,-75.46,0.19,-0.76,0.61,"NA","US","Horntown, VA","NA-US-VA-HORNTOWN","false",293,482,5484041,
75792,"24445","STANDARD","HOT SPRINGS","VA","PRIMARY",38.00,-79.83,0.13,-0.77,0.61,"NA","US","Hot Springs, VA","NA-US-VA-HOT SPRINGS","false",1285,2211,40051006,
75793,"24445","STANDARD","BACOVA JNCTN","VA","NOT ACCEPTABLE",38.00,-79.83,0.13,-0.77,0.61,"NA","US","Bacova Jnctn, VA","NA-US-VA-BACOVA JNCTN","false",1285,2211,40051006,
75794,"24445","STANDARD","BACOVA JUNCTION","VA","NOT ACCEPTABLE",38.00,-79.83,0.13,-0.77,0.61,"NA","US","Bacova Junction, VA","NA-US-VA-BACOVA JUNCTION","false",1285,2211,40051006,
75795,"24445","STANDARD","FALLING SPRING","VA","NOT ACCEPTABLE",38.00,-79.83,0.13,-0.77,0.61,"NA","US","Falling Spring, VA","NA-US-VA-FALLING SPRING","false",1285,2211,40051006,
75796,"24445","STANDARD","FALLING SPRNG","VA","NOT ACCEPTABLE",38.00,-79.83,0.13,-0.77,0.61,"NA","US","Falling Sprng, VA","NA-US-VA-FALLING SPRNG","false",1285,2211,40051006,
75797,"24445","STANDARD","HEALING SPRGS","VA","NOT ACCEPTABLE",38.00,-79.83,0.13,-0.77,0.61,"NA","US","Healing Sprgs, VA","NA-US-VA-HEALING SPRGS","false",1285,2211,40051006,
75798,"24445","STANDARD","HEALING SPRINGS","VA","NOT ACCEPTABLE",38.00,-79.83,0.13,-0.77,0.61,"NA","US","Healing Springs, VA","NA-US-VA-HEALING SPRINGS","false",1285,2211,40051006,
75799,"23076","STANDARD","HUDGINS","VA","PRIMARY",37.47,-76.32,0.18,-0.77,0.60,"NA","US","Hudgins, VA","NA-US-VA-HUDGINS","false",308,553,9273832,
75800,"23076","STANDARD","REDART","VA","ACCEPTABLE",37.47,-76.32,0.18,-0.77,0.60,"NA","US","Redart, VA","NA-US-VA-REDART","false",308,553,9273832,
75801,"22476","STANDARD","HUSTLE","VA","PRIMARY",38.04,-77.06,0.17,-0.76,0.61,"NA","US","Hustle, VA","NA-US-VA-HUSTLE","false",,,,
75802,"24448","PO BOX","IRON GATE","VA","PRIMARY",37.79,-79.79,0.14,-0.77,0.61,"NA","US","Iron Gate, VA","NA-US-VA-IRON GATE","false",,,,
75803,"22480","STANDARD","IRVINGTON","VA","PRIMARY",37.66,-76.42,0.18,-0.76,0.61,"NA","US","Irvington, VA","NA-US-VA-IRVINGTON","false",637,1045,21349098,
75804,"23397","PO BOX","ISLE OF WIGHT","VA","PRIMARY",36.90,-76.70,0.18,-0.77,0.60,"NA","US","Isle Of Wight, VA","NA-US-VA-ISLE OF WIGHT","false",,,,
75805,"23866","STANDARD","IVOR","VA","PRIMARY",36.90,-76.89,0.18,-0.77,0.60,"NA","US","Ivor, VA","NA-US-VA-IVOR","false",984,1840,34692985,
75806,"22945","PO BOX","IVY","VA","PRIMARY",38.05,-78.59,0.15,-0.77,0.61,"NA","US","Ivy, VA","NA-US-VA-IVY","false",,,,
75807,"23398","PO BOX","JAMESVILLE","VA","PRIMARY",37.51,-75.93,0.19,-0.76,0.60,"NA","US","Jamesville, VA","NA-US-VA-JAMESVILLE","false",,,,
75808,"23867","STANDARD","JARRATT","VA","PRIMARY",36.81,-77.47,0.17,-0.78,0.59,"NA","US","Jarratt, VA","NA-US-VA-JARRATT","false",1034,1804,30701632,
75809,"23870","UNIQUE","JARRATT","VA","PRIMARY",36.81,-77.47,0.17,-0.78,0.59,"NA","US","Jarratt, VA","NA-US-VA-JARRATT","false",,,,
75810,"23870","UNIQUE","GREENVILLE CORRECTIONAL CTR","VA","NOT ACCEPTABLE",36.81,-77.47,0.17,-0.78,0.59,"NA","US","Greenville Correctional Ctr, VA","NA-US-VA-GREENVILLE CORRECTIONAL CTR","false",,,,
75811,"22481","PO BOX","JERSEY","VA","PRIMARY",38.21,-77.13,0.17,-0.76,0.61,"NA","US","Jersey, VA","NA-US-VA-JERSEY","false",,,,
75812,"23083","STANDARD","JETERSVILLE","VA","PRIMARY",37.29,-78.09,0.16,-0.77,0.60,"NA","US","Jetersville, VA","NA-US-VA-JETERSVILLE","false",865,1615,29445455,
75813,"22946","STANDARD","KEENE","VA","PRIMARY",37.86,-78.55,0.15,-0.77,0.61,"NA","US","Keene, VA","NA-US-VA-KEENE","false",,,,
75814,"23401","PO BOX","KELLER","VA","PRIMARY",37.62,-75.76,0.19,-0.76,0.61,"NA","US","Keller, VA","NA-US-VA-KELLER","false",,,,
75815,"23944","STANDARD","KENBRIDGE","VA","PRIMARY",36.96,-78.13,0.16,-0.78,0.60,"NA","US","Kenbridge, VA","NA-US-VA-KENBRIDGE","false",1772,3139,49577891,
75816,"23084","STANDARD","KENTS STORE","VA","PRIMARY",37.87,-78.12,0.16,-0.77,0.61,"NA","US","Kents Store, VA","NA-US-VA-KENTS STORE","false",782,1416,32087299,
75817,"22947","STANDARD","KESWICK","VA","PRIMARY",38.02,-78.35,0.15,-0.77,0.61,"NA","US","Keswick, VA","NA-US-VA-KESWICK","false",2343,4203,146348123,
75818,"22947","STANDARD","BOYD TAVERN","VA","ACCEPTABLE",38.02,-78.35,0.15,-0.77,0.61,"NA","US","Boyd Tavern, VA","NA-US-VA-BOYD TAVERN","false",2343,4203,146348123,
75819,"22947","STANDARD","CAMPBELL","VA","ACCEPTABLE",38.02,-78.35,0.15,-0.77,0.61,"NA","US","Campbell, VA","NA-US-VA-CAMPBELL","false",2343,4203,146348123,
75820,"22947","STANDARD","CISMONT","VA","ACCEPTABLE",38.02,-78.35,0.15,-0.77,0.61,"NA","US","Cismont, VA","NA-US-VA-CISMONT","false",2343,4203,146348123,
75821,"22947","STANDARD","COBHAM","VA","ACCEPTABLE",38.02,-78.35,0.15,-0.77,0.61,"NA","US","Cobham, VA","NA-US-VA-COBHAM","false",2343,4203,146348123,
75822,"22947","STANDARD","SHADWELL","VA","ACCEPTABLE",38.02,-78.35,0.15,-0.77,0.61,"NA","US","Shadwell, VA","NA-US-VA-SHADWELL","false",2343,4203,146348123,
75823,"23947","STANDARD","KEYSVILLE","VA","PRIMARY",37.03,-78.48,0.15,-0.78,0.60,"NA","US","Keysville, VA","NA-US-VA-KEYSVILLE","false",1906,3385,50517233,
75824,"22482","STANDARD","KILMARNOCK","VA","PRIMARY",37.71,-76.38,0.18,-0.76,0.61,"NA","US","Kilmarnock, VA","NA-US-VA-KILMARNOCK","false",1765,2924,44944261,
75825,"23085","STANDARD","KING AND QUEEN COURT HOUSE","VA","PRIMARY",37.72,-76.84,0.18,-0.77,0.61,"NA","US","King And Queen Court House, VA","NA-US-VA-KING AND QUEEN COURT HOUSE","false",,,,
75826,"23085","STANDARD","KING QUEEN CH","VA","ACCEPTABLE",37.72,-76.84,0.18,-0.77,0.61,"NA","US","King Queen Ch, VA","NA-US-VA-KING QUEEN CH","false",,,,
75827,"23085","STANDARD","KING AND QN C H","VA","NOT ACCEPTABLE",37.72,-76.84,0.18,-0.77,0.61,"NA","US","King And Qn C H, VA","NA-US-VA-KING AND QN C H","false",,,,
75828,"23085","STANDARD","KINGQUEEN COURT HOUSE","VA","NOT ACCEPTABLE",37.72,-76.84,0.18,-0.77,0.61,"NA","US","Kingqueen Court House, VA","NA-US-VA-KINGQUEEN COURT HOUSE","false",,,,
75829,"22485","STANDARD","KING GEORGE","VA","PRIMARY",38.26,-77.18,0.17,-0.76,0.61,"NA","US","King George, VA","NA-US-VA-KING GEORGE","false",9231,17291,476714458,
75830,"22485","STANDARD","SHILOH","VA","ACCEPTABLE",38.26,-77.18,0.17,-0.76,0.61,"NA","US","Shiloh, VA","NA-US-VA-SHILOH","false",9231,17291,476714458,
75831,"22485","STANDARD","OWENS","VA","NOT ACCEPTABLE",38.26,-77.18,0.17,-0.76,0.61,"NA","US","Owens, VA","NA-US-VA-OWENS","false",9231,17291,476714458,
75832,"22544","PO BOX","ROLLINS FORK","VA","PRIMARY",38.18,-77.06,0.17,-0.76,0.61,"NA","US","Rollins Fork, VA","NA-US-VA-ROLLINS FORK","false",,,,
75833,"23086","STANDARD","KING WILLIAM","VA","PRIMARY",37.68,-77.01,0.17,-0.77,0.61,"NA","US","King William, VA","NA-US-VA-KING WILLIAM","false",1417,2605,58458452,
75834,"22488","STANDARD","KINSALE","VA","PRIMARY",38.02,-76.57,0.18,-0.76,0.61,"NA","US","Kinsale, VA","NA-US-VA-KINSALE","false",672,1227,16213461,
75835,"22833","PO BOX","LACEY SPRING","VA","PRIMARY",38.54,-78.73,0.15,-0.76,0.62,"NA","US","Lacey Spring, VA","NA-US-VA-LACEY SPRING","false",,,,
75836,"23694","PO BOX","LACKEY","VA","PRIMARY",37.23,-76.54,0.18,-0.77,0.60,"NA","US","Lackey, VA","NA-US-VA-LACKEY","false",,,,
75837,"23950","STANDARD","LA CROSSE","VA","PRIMARY",36.69,-78.09,0.16,-0.78,0.59,"NA","US","La Crosse, VA","NA-US-VA-LA CROSSE","false",1538,2717,37335746,
75838,"23950","STANDARD","BLACKRIDGE","VA","ACCEPTABLE",36.69,-78.09,0.16,-0.78,0.59,"NA","US","Blackridge, VA","NA-US-VA-BLACKRIDGE","false",1538,2717,37335746,
75839,"23950","STANDARD","FORKSVILLE","VA","ACCEPTABLE",36.69,-78.09,0.16,-0.78,0.59,"NA","US","Forksville, VA","NA-US-VA-FORKSVILLE","false",1538,2717,37335746,
75840,"23950","STANDARD","BLACK RIDGE","VA","NOT ACCEPTABLE",36.69,-78.09,0.16,-0.78,0.59,"NA","US","Black Ridge, VA","NA-US-VA-BLACK RIDGE","false",1538,2717,37335746,
75841,"22501","PO BOX","LADYSMITH","VA","PRIMARY",38.01,-77.51,0.17,-0.76,0.61,"NA","US","Ladysmith, VA","NA-US-VA-LADYSMITH","false",,,,
75842,"22503","STANDARD","LANCASTER","VA","PRIMARY",37.76,-76.46,0.18,-0.76,0.61,"NA","US","Lancaster, VA","NA-US-VA-LANCASTER","false",1568,2734,41371792,
75843,"22503","STANDARD","ALFONSO","VA","ACCEPTABLE",37.76,-76.46,0.18,-0.76,0.61,"NA","US","Alfonso, VA","NA-US-VA-ALFONSO","false",1568,2734,41371792,
75844,"22503","STANDARD","REGINA","VA","ACCEPTABLE",37.76,-76.46,0.18,-0.76,0.61,"NA","US","Regina, VA","NA-US-VA-REGINA","false",1568,2734,41371792,
75845,"22503","STANDARD","MILLENBECK","VA","NOT ACCEPTABLE",37.76,-76.46,0.18,-0.76,0.61,"NA","US","Millenbeck, VA","NA-US-VA-MILLENBECK","false",1568,2734,41371792,
75846,"22504","STANDARD","LANEVIEW","VA","PRIMARY",37.77,-76.73,0.18,-0.76,0.61,"NA","US","Laneview, VA","NA-US-VA-LANEVIEW","false",,,,
75847,"22504","STANDARD","BUTYLO","VA","NOT ACCEPTABLE",37.77,-76.73,0.18,-0.76,0.61,"NA","US","Butylo, VA","NA-US-VA-BUTYLO","false",,,,
75848,"23089","STANDARD","LANEXA","VA","PRIMARY",37.42,-76.90,0.17,-0.77,0.60,"NA","US","Lanexa, VA","NA-US-VA-LANEXA","false",2276,4085,99733880,
75849,"23868","STANDARD","LAWRENCEVILLE","VA","PRIMARY",36.75,-77.85,0.16,-0.78,0.59,"NA","US","Lawrenceville, VA","NA-US-VA-LAWRENCEVILLE","false",2172,3859,59126425,
75850,"23868","STANDARD","TRIPLET","VA","ACCEPTABLE",36.75,-77.85,0.16,-0.78,0.59,"NA","US","Triplet, VA","NA-US-VA-TRIPLET","false",2172,3859,59126425,
75851,"24450","STANDARD","LEXINGTON","VA","PRIMARY",37.78,-79.44,0.14,-0.77,0.61,"NA","US","Lexington, VA","NA-US-VA-LEXINGTON","false",6653,11305,213713741,
75852,"24450","STANDARD","EAST LEXINGTON","VA","NOT ACCEPTABLE",37.78,-79.44,0.14,-0.77,0.61,"NA","US","East Lexington, VA","NA-US-VA-EAST LEXINGTON","false",6653,11305,213713741,
75853,"24450","STANDARD","WEST LEXINGTON","VA","NOT ACCEPTABLE",37.78,-79.44,0.14,-0.77,0.61,"NA","US","West Lexington, VA","NA-US-VA-WEST LEXINGTON","false",6653,11305,213713741,
75854,"23090","PO BOX","LIGHTFOOT","VA","PRIMARY",37.34,-76.75,0.18,-0.77,0.60,"NA","US","Lightfoot, VA","NA-US-VA-LIGHTFOOT","false",,,,
75855,"22834","STANDARD","LINVILLE","VA","PRIMARY",38.52,-78.83,0.15,-0.76,0.62,"NA","US","Linville, VA","NA-US-VA-LINVILLE","false",593,1107,20601515,
75856,"22507","PO BOX","LIVELY","VA","PRIMARY",37.77,-76.51,0.18,-0.76,0.61,"NA","US","Lively, VA","NA-US-VA-LIVELY","false",,,,
75857,"22948","STANDARD","LOCUST DALE","VA","PRIMARY",38.33,-78.11,0.16,-0.76,0.62,"NA","US","Locust Dale, VA","NA-US-VA-LOCUST DALE","false",,,,
75858,"22508","STANDARD","LOCUST GROVE","VA","PRIMARY",38.33,-77.79,0.16,-0.76,0.62,"NA","US","Locust Grove, VA","NA-US-VA-LOCUST GROVE","false",5927,10834,239484564,
75859,"22508","STANDARD","LAKE OF THE WOODS","VA","ACCEPTABLE",38.33,-77.79,0.16,-0.76,0.62,"NA","US","Lake Of The Woods, VA","NA-US-VA-LAKE OF THE WOODS","false",5927,10834,239484564,
75860,"22508","STANDARD","LAKE OF WOODS","VA","ACCEPTABLE",38.33,-77.79,0.16,-0.76,0.62,"NA","US","Lake Of Woods, VA","NA-US-VA-LAKE OF WOODS","false",5927,10834,239484564,
75861,"22508","STANDARD","MINE RUN","VA","ACCEPTABLE",38.33,-77.79,0.16,-0.76,0.62,"NA","US","Mine Run, VA","NA-US-VA-MINE RUN","false",5927,10834,239484564,
75862,"23092","STANDARD","LOCUST HILL","VA","PRIMARY",37.59,-76.50,0.18,-0.77,0.61,"NA","US","Locust Hill, VA","NA-US-VA-LOCUST HILL","false",251,438,7270676,
75863,"23404","STANDARD","LOCUSTVILLE","VA","PRIMARY",37.65,-75.67,0.19,-0.76,0.61,"NA","US","Locustville, VA","NA-US-VA-LOCUSTVILLE","false",,,,
75864,"22511","STANDARD","LOTTSBURG","VA","PRIMARY",37.96,-76.51,0.18,-0.76,0.61,"NA","US","Lottsburg, VA","NA-US-VA-LOTTSBURG","false",662,1211,14554736,
75865,"22511","STANDARD","LEWISETTA","VA","ACCEPTABLE",37.96,-76.51,0.18,-0.76,0.61,"NA","US","Lewisetta, VA","NA-US-VA-LEWISETTA","false",662,1211,14554736,
75866,"23093","STANDARD","LOUISA","VA","PRIMARY",38.01,-77.99,0.16,-0.77,0.61,"NA","US","Louisa, VA","NA-US-VA-LOUISA","false",5577,9999,208591582,
75867,"23170","PO BOX","TREVILIANS","VA","PRIMARY",38.05,-78.07,0.16,-0.77,0.61,"NA","US","Trevilians, VA","NA-US-VA-TREVILIANS","false",,,,
75868,"22949","STANDARD","LOVINGSTON","VA","PRIMARY",37.77,-78.88,0.15,-0.77,0.61,"NA","US","Lovingston, VA","NA-US-VA-LOVINGSTON","false",711,1242,22651975,
75869,"24457","PO BOX","LOW MOOR","VA","PRIMARY",37.74,-79.90,0.13,-0.77,0.61,"NA","US","Low Moor, VA","NA-US-VA-LOW MOOR","false",,,,
75870,"24457","PO BOX","LOWMOOR","VA","NOT ACCEPTABLE",37.74,-79.90,0.13,-0.77,0.61,"NA","US","Lowmoor, VA","NA-US-VA-LOWMOOR","false",,,,
75871,"23952","STANDARD","LUNENBURG","VA","PRIMARY",36.96,-78.26,0.16,-0.78,0.60,"NA","US","Lunenburg, VA","NA-US-VA-LUNENBURG","false",,,,
75872,"22835","STANDARD","LURAY","VA","PRIMARY",38.66,-78.45,0.15,-0.76,0.62,"NA","US","Luray, VA","NA-US-VA-LURAY","false",5408,9415,154116631,
75873,"22835","STANDARD","SHENANDOAH NATIONAL PARK","VA","NOT ACCEPTABLE",38.66,-78.45,0.15,-0.76,0.62,"NA","US","Shenandoah National Park, VA","NA-US-VA-SHENANDOAH NATIONAL PARK","false",5408,9415,154116631,
75874,"22835","STANDARD","SHNDOH NAT PK","VA","NOT ACCEPTABLE",38.66,-78.45,0.15,-0.76,0.62,"NA","US","Shndoh Nat Pk, VA","NA-US-VA-SHNDOH NAT PK","false",5408,9415,154116631,
75875,"22952","STANDARD","LYNDHURST","VA","PRIMARY",37.96,-78.96,0.15,-0.77,0.61,"NA","US","Lyndhurst, VA","NA-US-VA-LYNDHURST","false",1027,1834,33871570,
75876,"22952","STANDARD","SHERANDO","VA","ACCEPTABLE",37.96,-78.96,0.15,-0.77,0.61,"NA","US","Sherando, VA","NA-US-VA-SHERANDO","false",1027,1834,33871570,
75877,"24458","STANDARD","MC DOWELL","VA","PRIMARY",38.30,-79.52,0.14,-0.77,0.61,"NA","US","Mc Dowell, VA","NA-US-VA-MC DOWELL","false",,,,
75878,"24458","STANDARD","MCDOWELL","VA","NOT ACCEPTABLE",38.30,-79.52,0.14,-0.77,0.61,"NA","US","Mcdowell, VA","NA-US-VA-MCDOWELL","false",,,,
75879,"22840","STANDARD","MC GAHEYSVILLE","VA","PRIMARY",38.36,-78.74,0.15,-0.76,0.62,"NA","US","Mc Gaheysville, VA","NA-US-VA-MC GAHEYSVILLE","false",2073,3796,89721196,
75880,"22840","STANDARD","MASSANUTTEN","VA","ACCEPTABLE",38.36,-78.74,0.15,-0.76,0.62,"NA","US","Massanutten, VA","NA-US-VA-MASSANUTTEN","false",2073,3796,89721196,
75881,"22840","STANDARD","MCGAHEYSVILLE","VA","ACCEPTABLE",38.36,-78.74,0.15,-0.76,0.62,"NA","US","Mcgaheysville, VA","NA-US-VA-MCGAHEYSVILLE","false",2073,3796,89721196,
75882,"22840","STANDARD","MC GAHEYSVLLE","VA","NOT ACCEPTABLE",38.36,-78.74,0.15,-0.76,0.62,"NA","US","Mc Gaheysvlle, VA","NA-US-VA-MC GAHEYSVLLE","false",2073,3796,89721196,
75883,"23872","STANDARD","MC KENNEY","VA","PRIMARY",36.99,-77.74,0.16,-0.78,0.60,"NA","US","Mc Kenney, VA","NA-US-VA-MC KENNEY","false",1047,1871,33643690,
75884,"23872","STANDARD","MCKENNEY","VA","NOT ACCEPTABLE",36.99,-77.74,0.16,-0.78,0.60,"NA","US","Mckenney, VA","NA-US-VA-MCKENNEY","false",1047,1871,33643690,
75885,"23405","STANDARD","MACHIPONGO","VA","PRIMARY",37.40,-75.90,0.19,-0.77,0.60,"NA","US","Machipongo, VA","NA-US-VA-MACHIPONGO","false",416,738,11283881,
75886,"23102","STANDARD","MAIDENS","VA","PRIMARY",37.66,-77.88,0.16,-0.77,0.61,"NA","US","Maidens, VA","NA-US-VA-MAIDENS","false",1195,2178,68712676,
75887,"23102","STANDARD","DABNEYS","VA","ACCEPTABLE",37.66,-77.88,0.16,-0.77,0.61,"NA","US","Dabneys, VA","NA-US-VA-DABNEYS","false",1195,2178,68712676,
75888,"23160","STANDARD","STATE FARM","VA","PRIMARY",37.64,-77.82,0.16,-0.77,0.61,"NA","US","State Farm, VA","NA-US-VA-STATE FARM","false",,,,
75889,"23103","STANDARD","MANAKIN SABOT","VA","PRIMARY",37.64,-77.70,0.16,-0.77,0.61,"NA","US","Manakin Sabot, VA","NA-US-VA-MANAKIN SABOT","false",2568,4721,253089610,
75890,"23103","STANDARD","MANAKIN","VA","NOT ACCEPTABLE",37.64,-77.70,0.16,-0.77,0.61,"NA","US","Manakin, VA","NA-US-VA-MANAKIN","false",2568,4721,253089610,
75891,"23103","STANDARD","SABOT","VA","NOT ACCEPTABLE",37.64,-77.70,0.16,-0.77,0.61,"NA","US","Sabot, VA","NA-US-VA-SABOT","false",2568,4721,253089610,
75892,"23105","PO BOX","MANNBORO","VA","PRIMARY",37.25,-77.82,0.16,-0.77,0.60,"NA","US","Mannboro, VA","NA-US-VA-MANNBORO","false",,,,
75893,"23106","STANDARD","MANQUIN","VA","PRIMARY",37.70,-77.15,0.17,-0.77,0.61,"NA","US","Manquin, VA","NA-US-VA-MANQUIN","false",495,887,18751107,
75894,"23407","PO BOX","MAPPSVILLE","VA","PRIMARY",37.84,-75.56,0.19,-0.76,0.61,"NA","US","Mappsville, VA","NA-US-VA-MAPPSVILLE","false",310,536,7083474,
75895,"23408","PO BOX","MARIONVILLE","VA","PRIMARY",37.44,-75.85,0.19,-0.76,0.60,"NA","US","Marionville, VA","NA-US-VA-MARIONVILLE","false",,,,
