zip,countyname,state,stcountyfp,classfp
23231,Richmond city,VA,51760,C7
23232,Richmond city,VA,51760,C7
23234,Richmond city,VA,51760,C7
23235,Richmond city,VA,51760,C7
23241,Richmond city,VA,51760,C7
23249,Richmond city,VA,51760,C7
23260,Richmond city,VA,51760,C7
23261,Richmond city,VA,51760,C7
23269,Richmond city,VA,51760,C7
23284,Richmond city,VA,51760,C7
23293,Richmond city,VA,51760,C7
23298,Richmond city,VA,51760,C7
24001,Roanoke city,VA,51770,C7
24002,Roanoke city,VA,51770,C7
24003,Roanoke city,VA,51770,C7
24004,Roanoke city,VA,51770,C7
24005,Roanoke city,VA,51770,C7
24006,Roanoke city,VA,51770,C7
24007,Roanoke city,VA,51770,C7
24008,Roanoke city,VA,51770,C7
24009,Roanoke city,VA,51770,C7
24010,Roanoke city,VA,51770,C7
24011,Roanoke city,VA,51770,C7
24012,Roanoke city,VA,51770,C7
24013,Roanoke city,VA,51770,C7
24014,Roanoke city,VA,51770,C7
24015,Roanoke city,VA,51770,C7
24016,Roanoke city,VA,51770,C7
24017,Roanoke city,VA,51770,C7
24018,Roanoke city,VA,51770,C7
24019,Roanoke city,VA,51770,C7
24022,Roanoke city,VA,51770,C7
24023,Roanoke city,VA,51770,C7
24024,Roanoke city,VA,51770,C7
24025,Roanoke city,VA,51770,C7
24026,Roanoke city,VA,51770,C7
24027,Roanoke city,VA,51770,C7
24028,Roanoke city,VA,51770,C7
24029,Roanoke city,VA,51770,C7
24030,Roanoke city,VA,51770,C7
24031,Roanoke city,VA,51770,C7
24032,Roanoke city,VA,51770,C7
24033,Roanoke city,VA,51770,C7
24034,Roanoke city,VA,51770,C7
24035,Roanoke city,VA,51770,C7
24036,Roanoke city,VA,51770,C7
24037,Roanoke city,VA,51770,C7
24038,Roanoke city,VA,51770,C7
24042,Roanoke city,VA,51770,C7
24179,Roanoke city,VA,51770,C7
24017,Salem city,VA,51775,C7
24018,Salem city,VA,51775,C7
24153,Salem city,VA,51775,C7
24401,Staunton city,VA,51790,C7
24402,Staunton city,VA,51790,C7
24482,Staunton city,VA,51790,C7
23315,Suffolk city,VA,51800,C7
23321,Suffolk city,VA,51800,C7
23430,Suffolk city,VA,51800,C7
23432,Suffolk city,VA,51800,C7
23433,Suffolk city,VA,51800,C7
23434,Suffolk city,VA,51800,C7
23435,Suffolk city,VA,51800,C7
23436,Suffolk city,VA,51800,C7
23437,Suffolk city,VA,51800,C7
23438,Suffolk city,VA,51800,C7
23439,Suffolk city,VA,51800,C7
23487,Suffolk city,VA,51800,C7
23320,Virginia Beach city,VA,51810,C7
23322,Virginia Beach city,VA,51810,C7
23450,Virginia Beach city,VA,51810,C7
23451,Virginia Beach city,VA,51810,C7
23452,Virginia Beach city,VA,51810,C7
23453,Virginia Beach city,VA,51810,C7
23454,Virginia Beach city,VA,51810,C7
23455,Virginia Beach city,VA,51810,C7
23456,Virginia Beach city,VA,51810,C7
23457,Virginia Beach city,VA,51810,C7
23459,Virginia Beach city,VA,51810,C7
23460,Virginia Beach city,VA,51810,C7
23461,Virginia Beach city,VA,51810,C7
23462,Virginia Beach city,VA,51810,C7
23463,Virginia Beach city,VA,51810,C7
23464,Virginia Beach city,VA,51810,C7
23466,Virginia Beach city,VA,51810,C7
23467,Virginia Beach city,VA,51810,C7
23471,Virginia Beach city,VA,51810,C7
23479,Virginia Beach city,VA,51810,C7
23502,Virginia Beach city,VA,51810,C7
23518,Virginia Beach city,VA,51810,C7
22952,Waynesboro city,VA,51820,C7
22980,Waynesboro city,VA,51820,C7
23185,Williamsburg city,VA,51830,C7
23186,Williamsburg city,VA,51830,C7
23187,Williamsburg city,VA,51830,C7
23188,Williamsburg city,VA,51830,C7
22601,Winchester city,VA,51840,C7
22602,Winchester city,VA,51840,C7
22604,Winchester city,VA,51840,C7
